nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments
deathmarine/Luyten,git@github.com:deathmarine/Luyten.git,4191,17,8.164383561643836,5867,343
apache/hbase,git@github.com:apache/hbase.git,4190,11,7.298630136986302,905675,254352
roncoo/roncoo-pay,git@github.com:roncoo/roncoo-pay.git,4176,0,5.134246575342465,343321,101331
spring-projects/spring-data-examples,git@github.com:spring-projects/spring-data-examples.git,4173,0,7.608219178082192,87678,16150
awsdocs/aws-doc-sdk-examples,git@github.com:awsdocs/aws-doc-sdk-examples.git,4169,0,5.057534246575343,263675,110660
JanusGraph/janusgraph,git@github.com:JanusGraph/janusgraph.git,4160,19,4.701369863013698,110259,36070
yasserg/crawler4j,git@github.com:yasserg/crawler4j.git,4158,3,9.69041095890411,8238,2582
reactive-streams/reactive-streams-jvm,git@github.com:reactive-streams/reactive-streams-jvm.git,4156,0,7.528767123287671,8681,2791
grantland/android-autofittextview,git@github.com:grantland/android-autofittextview.git,4150,1,10.56986301369863,695,261
cglib/cglib,git@github.com:cglib/cglib.git,4148,15,7.449315068493151,15932,4467
robinhood/ticker,git@github.com:robinhood/ticker.git,4143,9,5.147945205479452,1783,520
2227324689/gpmall,git@github.com:2227324689/gpmall.git,4140,0,2.1424657534246574,47693,5895
microg/GmsCore,git@github.com:microg/GmsCore.git,4136,24,7.380821917808219,55420,19491
awangdev/LintCode,git@github.com:awangdev/LintCode.git,4136,0,6.375342465753425,56339,39783
lettuce-io/lettuce-core,git@github.com:lettuce-io/lettuce-core.git,4136,93,7.3342465753424655,92066,69082
pedrovgs/AndroidWiFiADB,git@github.com:pedrovgs/AndroidWiFiADB.git,4130,8,5.890410958904109,1333,366
hugeterry/CoordinatorTabLayout,git@github.com:hugeterry/CoordinatorTabLayout.git,4114,0,4.6136986301369864,751,138
Jacksgong/JKeyboardPanelSwitch,git@github.com:Jacksgong/JKeyboardPanelSwitch.git,4110,14,6.191780821917808,2596,967
google/google-java-format,git@github.com:google/google-java-format.git,4108,13,6.328767123287672,17078,4385
ankidroid/Anki-Android,git@github.com:ankidroid/Anki-Android.git,4088,950,8.635616438356164,269047,88582
hansonwang99/Spring-Boot-In-Action,git@github.com:hansonwang99/Spring-Boot-In-Action.git,4081,0,2.610958904109589,5315,2287
javagrowing/JGrowing,git@github.com:javagrowing/JGrowing.git,4079,0,2.5315068493150683,395,0
ChadCSong/ShineButton,git@github.com:ChadCSong/ShineButton.git,4068,2,5.178082191780822,1480,75
Meituan-Dianping/Robust,git@github.com:Meituan-Dianping/Robust.git,4064,13,4.487671232876712,5255,892
baoyachi/StepView,git@github.com:baoyachi/StepView.git,4063,13,5.213698630136986,1723,517
CellularPrivacy/Android-IMSI-Catcher-Detector,git@github.com:CellularPrivacy/Android-IMSI-Catcher-Detector.git,4057,48,7.794520547945205,23166,3601
bitcoinj/bitcoinj,git@github.com:bitcoinj/bitcoinj.git,4053,1,7.8054794520547945,77098,33639
macrozheng/springcloud-learning,git@github.com:macrozheng/springcloud-learning.git,4052,0,2.0027397260273974,8482,962
Netflix/ribbon,git@github.com:Netflix/ribbon.git,4052,41,8.64931506849315,23567,7575
airbnb/DeepLinkDispatch,git@github.com:airbnb/DeepLinkDispatch.git,4049,17,6.243835616438356,15210,3455
youtube/api-samples,git@github.com:youtube/api-samples.git,4048,0,7.750684931506849,12031,5352
Yalantis/Phoenix,git@github.com:Yalantis/Phoenix.git,4048,1,6.657534246575342,1069,44
rubensousa/ViewPagerCards,git@github.com:rubensousa/ViewPagerCards.git,4041,0,5.052054794520548,631,21
bingoogolapple/BGABanner-Android,git@github.com:bingoogolapple/BGABanner-Android.git,4034,0,6.873972602739726,2866,399
alibaba/Tangram-Android,git@github.com:alibaba/Tangram-Android.git,4033,38,4.446575342465754,24370,12143
makovkastar/FloatingActionButton,git@github.com:makovkastar/FloatingActionButton.git,4032,0,7.134246575342465,1208,22
codingapi/tx-lcn,git@github.com:codingapi/tx-lcn.git,4024,14,3.824657534246575,10912,2875
natario1/CameraView,git@github.com:natario1/CameraView.git,4018,41,4.142465753424657,25943,6729
dinuscxj/LoadingDrawable,git@github.com:dinuscxj/LoadingDrawable.git,4000,0,5.397260273972603,4749,194
trinodb/trino,git@github.com:trinodb/trino.git,3994,0,2.6356164383561644,1055212,266593
cjlin1/libsvm,git@github.com:cjlin1/libsvm.git,3991,0,7.997260273972603,12756,892
Exrick/xpay,git@github.com:Exrick/xpay.git,3985,0,3.73972602739726,44243,7879
zhanglei-workspace/shopping-management-system,git@github.com:zhanglei-workspace/shopping-management-system.git,3975,0,5.813698630136987,25566,3284
getActivity/AndroidProject,git@github.com:getActivity/AndroidProject.git,3973,15,2.8767123287671232,21656,4472
rengwuxian/RxJavaSamples,git@github.com:rengwuxian/RxJavaSamples.git,3972,3,5.46027397260274,1625,34
BoltsFramework/Bolts-Android,git@github.com:BoltsFramework/Bolts-Android.git,3966,11,7.608219178082192,4039,1174
apache/ignite,git@github.com:apache/ignite.git,3964,0,6.553424657534246,1473893,801878
ongakuer/CircleIndicator,git@github.com:ongakuer/CircleIndicator.git,3962,7,7.112328767123287,2408,113
qstumn/BadgeView,git@github.com:qstumn/BadgeView.git,3960,5,4.580821917808219,2041,69
ThirtyDegreesRay/OpenHub,git@github.com:ThirtyDegreesRay/OpenHub.git,3955,31,4.161643835616438,42965,4251
alibaba/jstorm,git@github.com:alibaba/jstorm.git,3954,22,8.016438356164384,235706,55374
zuihou/lamp-cloud,git@github.com:zuihou/lamp-cloud.git,3949,0,3.6410958904109587,25129,9941
CodingDocs/springboot-guide,git@github.com:CodingDocs/springboot-guide.git,3940,0,2.778082191780822,7504,727
airbytehq/airbyte,git@github.com:airbytehq/airbyte.git,3930,74,1.1123287671232878,322385,56821
JoanZapata/android-iconify,git@github.com:JoanZapata/android-iconify.git,3924,0,8.243835616438357,6411,171
stleary/JSON-java,git@github.com:stleary/JSON-java.git,3907,13,10.72054794520548,12222,7294
lcodecorex/TwinklingRefreshLayout,git@github.com:lcodecorex/TwinklingRefreshLayout.git,3901,0,5.52054794520548,7060,812
iNPUTmice/Conversations,git@github.com:iNPUTmice/Conversations.git,3893,98,7.624657534246575,109382,4811
apache/hive,git@github.com:apache/hive.git,3887,0,12.306849315068494,2158657,394895
ZHENFENG13/spring-boot-projects,git@github.com:ZHENFENG13/spring-boot-projects.git,3881,0,4.438356164383562,229432,30580
yhaolpz/FloatWindow,git@github.com:yhaolpz/FloatWindow.git,3878,9,3.8164383561643835,1824,161
aurelhubert/ahbottomnavigation,git@github.com:aurelhubert/ahbottomnavigation.git,3874,14,5.47945205479452,2958,681
apache/camel,git@github.com:apache/camel.git,3873,0,12.306849315068494,1699610,907439
objectbox/objectbox-java,git@github.com:objectbox/objectbox-java.git,3869,24,4.6219178082191785,15186,5931
xcltapestry/XCL-Charts,git@github.com:xcltapestry/XCL-Charts.git,3857,0,7.252054794520548,124283,30472
Manabu-GT/ExpandableTextView,git@github.com:Manabu-GT/ExpandableTextView.git,3856,4,7.315068493150685,727,132
Freeyourgadget/Gadgetbridge,git@github.com:Freeyourgadget/Gadgetbridge.git,3768,0,6.673972602739726,157936,27163
oldmanpushcart/greys-anatomy,git@github.com:oldmanpushcart/greys-anatomy.git,3765,0,8.8,10723,3560
Heeexy/SpringBoot-Shiro-Vue,git@github.com:Heeexy/SpringBoot-Shiro-Vue.git,3764,0,3.808219178082192,4485,653
AntennaPod/AntennaPod,git@github.com:AntennaPod/AntennaPod.git,3760,39,9.10958904109589,88204,7591
coobird/thumbnailator,git@github.com:coobird/thumbnailator.git,3747,0,6.126027397260274,20586,18024
reactor/reactor-core,git@github.com:reactor/reactor-core.git,3745,101,5.83013698630137,283052,43319
zhaojun1998/zfile,git@github.com:zhaojun1998/zfile.git,3738,37,2.0547945205479454,5421,1688
JZ-Darkal/AndroidHttpCapture,git@github.com:JZ-Darkal/AndroidHttpCapture.git,3729,1,4.898630136986301,43500,5354
yanzhenjie/NoHttp,git@github.com:yanzhenjie/NoHttp.git,3720,0,6.115068493150685,9699,6250
rstudio/rstudio,git@github.com:rstudio/rstudio.git,3719,0,10.758904109589041,837718,188668
microsoft/malmo,git@github.com:microsoft/malmo.git,3708,21,5.3123287671232875,43092,14683
timehop/sticky-headers-recyclerview,git@github.com:timehop/sticky-headers-recyclerview.git,3706,0,6.934246575342466,1588,209
dromara/hmily,git@github.com:dromara/hmily.git,3698,0,3.9452054794520546,39866,24624
Genymobile/gnirehtet,git@github.com:Genymobile/gnirehtet.git,3689,11,4.578082191780822,9809,2153
zzhoujay/RichText,git@github.com:zzhoujay/RichText.git,3687,0,6.136986301369863,5200,1109
opensearch-project/OpenSearch,git@github.com:opensearch-project/OpenSearch.git,3681,5,0.6027397260273972,1064347,350571
databricks/learning-spark,git@github.com:databricks/learning-spark.git,3680,0,7.232876712328767,3901,680
lzyzsd/CircleProgress,git@github.com:lzyzsd/CircleProgress.git,3674,0,6.86027397260274,2199,257
bisq-network/bisq,git@github.com:bisq-network/bisq.git,3662,113,7.495890410958904,192655,51221
hussien89aa/AndroidTutorialForBeginners,git@github.com:hussien89aa/AndroidTutorialForBeginners.git,3661,0,4.950684931506849,10484,1286
android/views-widgets-samples,git@github.com:android/views-widgets-samples.git,3648,0,2.0027397260273974,24197,10852
Doikki/DKVideoPlayer,git@github.com:Doikki/DKVideoPlayer.git,3645,30,4.410958904109589,19513,3523
citerus/dddsample-core,git@github.com:citerus/dddsample-core.git,3640,0,6.602739726027397,22949,3375
amirzaidi/Launcher3,git@github.com:amirzaidi/Launcher3.git,3636,22,4.276712328767124,80256,19734
yangfuhai/ASimpleCache,git@github.com:yangfuhai/ASimpleCache.git,3635,0,8.117808219178082,2009,817
pqpo/SmartCropper,git@github.com:pqpo/SmartCropper.git,3628,13,4.098630136986301,55416,35968
eirslett/frontend-maven-plugin,git@github.com:eirslett/frontend-maven-plugin.git,3626,0,8.027397260273972,4473,362
rockerhieu/emojicon,git@github.com:rockerhieu/emojicon.git,3621,2,7.641095890410959,4188,851
vespa-engine/vespa,git@github.com:vespa-engine/vespa.git,3619,0,5.263013698630137,1545453,205632
ryanhoo/StylishMusicPlayer,git@github.com:ryanhoo/StylishMusicPlayer.git,3618,0,4.986301369863014,8742,965
powermock/powermock,git@github.com:powermock/powermock.git,3616,16,7.284931506849315,38144,20714
react-native-webrtc/react-native-webrtc,git@github.com:react-native-webrtc/react-native-webrtc.git,3615,37,5.950684931506849,7129,1145
willowtreeapps/spruce-android,git@github.com:willowtreeapps/spruce-android.git,3610,3,4.536986301369863,5568,3221
litesuits/android-common,git@github.com:litesuits/android-common.git,3608,0,7.282191780821917,6478,5736
nytimes/Store,git@github.com:nytimes/Store.git,3598,0,4.772602739726027,12397,3498
johncarl81/parceler,git@github.com:johncarl81/parceler.git,3593,0,8.186301369863013,10563,3482
meefik/linuxdeploy,git@github.com:meefik/linuxdeploy.git,3593,37,9.052054794520547,8373,1030
apache/shiro,git@github.com:apache/shiro.git,3590,0,12.032876712328767,47462,41843
oblac/jodd,git@github.com:oblac/jodd.git,3590,37,9.002739726027396,33588,25520
binIoter/GuideView,git@github.com:binIoter/GuideView.git,3577,0,5.221917808219178,1679,374
bytedeco/javacpp,git@github.com:bytedeco/javacpp.git,3573,7,7.3863013698630136,27342,7254
sunfusheng/MarqueeView,git@github.com:sunfusheng/MarqueeView.git,3569,0,5.271232876712329,1557,96
dongjunkun/DropDownMenu,git@github.com:dongjunkun/DropDownMenu.git,3562,2,6.213698630136986,770,91
apache/incubator-heron,git@github.com:apache/incubator-heron.git,3560,55,5.956164383561644,198204,86818
tyrantgit/ExplosionField,git@github.com:tyrantgit/ExplosionField.git,3559,0,5.961643835616439,455,57
luontola/retrolambda,git@github.com:luontola/retrolambda.git,3552,0,8.139726027397261,7019,642
apache/pinot,git@github.com:apache/pinot.git,3548,10,7.306849315068493,337530,99038
mercyblitz/tech-weekly,git@github.com:mercyblitz/tech-weekly.git,3544,0,2.7643835616438355,2483,310
lsjwzh/RecyclerViewPager,git@github.com:lsjwzh/RecyclerViewPager.git,3542,10,6.6438356164383565,2813,298
Atmosphere/atmosphere,git@github.com:Atmosphere/atmosphere.git,3534,0,11.197260273972603,43154,18045
tuguangquan/mybatis,git@github.com:tuguangquan/mybatis.git,3531,0,6.8493150684931505,77638,26182
pmd/pmd,git@github.com:pmd/pmd.git,3531,68,9.164383561643836,296828,48155
kikoso/android-stackblur,git@github.com:kikoso/android-stackblur.git,3530,0,8.068493150684931,2237,357
baoyongzhang/SwipeMenuListView,git@github.com:baoyongzhang/SwipeMenuListView.git,3528,2,7.043835616438356,1396,263
cabaletta/baritone,git@github.com:cabaletta/baritone.git,3526,56,3.1041095890410957,20946,10641
linkedin/datahub,git@github.com:linkedin/datahub.git,3514,27,5.808219178082192,NaN,NaN
arimorty/floatingsearchview,git@github.com:arimorty/floatingsearchview.git,3512,0,5.7972602739726025,4280,902
lygttpod/SuperTextView,git@github.com:lygttpod/SuperTextView.git,3509,39,4.887671232876713,7631,1730
codeestX/GeekNews,git@github.com:codeestX/GeekNews.git,3493,0,5.087671232876712,14908,1834
google/open-location-code,git@github.com:google/open-location-code.git,3490,5,6.942465753424657,11269,3638
xcc3641/SeeWeather,git@github.com:xcc3641/SeeWeather.git,3487,2,5.550684931506849,5483,582
openhab/openhab1-addons,git@github.com:openhab/openhab1-addons.git,3479,14,7.967123287671233,453102,291842
JakeWharton/ThreeTenABP,git@github.com:JakeWharton/ThreeTenABP.git,3474,0,6.186301369863013,186,9
querydsl/querydsl,git@github.com:querydsl/querydsl.git,3467,34,10.098630136986301,134282,45147
CameraKit/blurkit-android,git@github.com:CameraKit/blurkit-android.git,3462,3,4.838356164383562,675,133
andremion/Music-Player,git@github.com:andremion/Music-Player.git,3455,2,5.33972602739726,1532,283
davideas/FlexibleAdapter,git@github.com:davideas/FlexibleAdapter.git,3454,30,6.353424657534247,20674,9157
TeamAmaze/AmazeFileManager,git@github.com:TeamAmaze/AmazeFileManager.git,3450,52,7.156164383561644,81846,20527
dropbox/hackpad,git@github.com:dropbox/hackpad.git,3448,0,6.071232876712329,NaN,NaN
stfalcon-studio/ChatKit,git@github.com:stfalcon-studio/ChatKit.git,3448,1,4.597260273972603,6315,1328
jitsi/jitsi,git@github.com:jitsi/jitsi.git,3444,7,8.378082191780821,386841,224272
failsafe-lib/failsafe,git@github.com:failsafe-lib/failsafe.git,3441,0,6.1945205479452055,8962,4272
guolindev/giffun,git@github.com:guolindev/giffun.git,3438,0,2.610958904109589,48131,19298
mybatis/spring-boot-starter,git@github.com:mybatis/spring-boot-starter.git,3435,21,5.956164383561644,6526,4407
avast/android-butterknife-zelezny,git@github.com:avast/android-butterknife-zelezny.git,3434,8,7.712328767123288,2080,394
M66B/NetGuard,git@github.com:M66B/NetGuard.git,3417,130,5.876712328767123,36336,2253
Ereza/CustomActivityOnCrash,git@github.com:Ereza/CustomActivityOnCrash.git,3416,11,7.183561643835616,1091,474
sofastack/sofa-rpc,git@github.com:sofastack/sofa-rpc.git,3411,39,3.4164383561643836,83163,41008
code4craft/tiny-spring,git@github.com:code4craft/tiny-spring.git,3408,0,7.663013698630137,2133,878
yigit/android-priority-jobqueue,git@github.com:yigit/android-priority-jobqueue.git,3408,0,7.221917808219178,14946,1805
mpusher/mpush,git@github.com:mpusher/mpush.git,3403,9,5.364383561643836,18330,9032
google/rejoiner,git@github.com:google/rejoiner.git,3400,3,3.756164383561644,8068,1521
xuexiangjys/XUI,git@github.com:xuexiangjys/XUI.git,3398,20,2.6684931506849314,117821,44688
crossoverJie/SSM,git@github.com:crossoverJie/SSM.git,3380,10,5.2164383561643834,104142,29359
linyiqun/DataMiningAlgorithm,git@github.com:linyiqun/DataMiningAlgorithm.git,3374,0,6.66027397260274,12527,4235
ivacf/archi,git@github.com:ivacf/archi.git,3373,0,5.994520547945205,3446,65
Exrick/xboot,git@github.com:Exrick/xboot.git,3368,6,3.378082191780822,17177,5803
oracle/opengrok,git@github.com:oracle/opengrok.git,3366,184,8.67123287671233,104811,48006
rovo89/XposedInstaller,git@github.com:rovo89/XposedInstaller.git,3356,0,9.435616438356165,15277,942
LWJGL/lwjgl3,git@github.com:LWJGL/lwjgl3.git,3350,14,8.712328767123287,1004815,512221
runelite/runelite,git@github.com:runelite/runelite.git,3349,0,5.3561643835616435,262510,60375
mock-server/mockserver,git@github.com:mock-server/mockserver.git,3348,0,8.534246575342467,151548,12898
apache/dubbo-admin,git@github.com:apache/dubbo-admin.git,3348,3,3.6575342465753424,21628,4813
WVector/AppUpdate,git@github.com:WVector/AppUpdate.git,3344,3,4.221917808219178,3631,1168
mcxtzhang/SwipeDelMenuLayout,git@github.com:mcxtzhang/SwipeDelMenuLayout.git,3341,2,5.038356164383561,1440,336
alamkanak/Android-Week-View,git@github.com:alamkanak/Android-Week-View.git,3328,4,6.978082191780822,2156,586
actorapp/actor-platform,git@github.com:actorapp/actor-platform.git,3314,97,6.219178082191781,270135,48967
graphhopper/graphhopper,git@github.com:graphhopper/graphhopper.git,3313,33,9.558904109589042,112667,26718
ethanhua/Skeleton,git@github.com:ethanhua/Skeleton.git,3313,0,4.109589041095891,1642,96
abel533/MyBatis-Spring-Boot,git@github.com:abel533/MyBatis-Spring-Boot.git,3309,0,5.723287671232876,3599,651
mik3y/usb-serial-for-android,git@github.com:mik3y/usb-serial-for-android.git,3181,19,8.191780821917808,7318,1374
daimajia/AndroidViewHover,git@github.com:daimajia/AndroidViewHover.git,3180,4,7.087671232876712,959,42
uber/AutoDispose,git@github.com:uber/AutoDispose.git,3174,2,4.712328767123288,10359,4375
crate/crate,git@github.com:crate/crate.git,3171,31,8.416438356164383,489613,148383
zzz40500/GsonFormat,git@github.com:zzz40500/GsonFormat.git,3170,4,6.857534246575343,5406,1800
spring-cloud/spring-cloud-gateway,git@github.com:spring-cloud/spring-cloud-gateway.git,3165,0,4.808219178082192,26572,8506
MovingBlocks/Terasology,git@github.com:MovingBlocks/Terasology.git,3159,62,10.520547945205479,136621,29795
apache/kylin,git@github.com:apache/kylin.git,3153,0,6.682191780821918,299351,93131
vert-x3/vertx-examples,git@github.com:vert-x3/vertx-examples.git,3151,0,6.53972602739726,30249,12828
androidx/androidx,git@github.com:androidx/androidx.git,3143,0,1.3917808219178083,NaN,NaN
andOTP/andOTP,git@github.com:andOTP/andOTP.git,3143,38,4.178082191780822,38263,2392
jfinal/jfinal,git@github.com:jfinal/jfinal.git,3142,0,9.375342465753425,31920,15838
wendux/DSBridge-Android,git@github.com:wendux/DSBridge-Android.git,3142,2,4.682191780821918,2094,144
hitherejoe/animate,git@github.com:hitherejoe/animate.git,3142,0,5.813698630136987,3779,186
facebookarchive/network-connection-class,git@github.com:facebookarchive/network-connection-class.git,3138,2,6.47945205479452,710,232
huanghongxun/HMCL,git@github.com:huanghongxun/HMCL.git,3131,165,6.2164383561643834,43926,12315
eishay/jvm-serializers,git@github.com:eishay/jvm-serializers.git,3126,0,11.378082191780821,24579,3137
amulyakhare/TextDrawable,git@github.com:amulyakhare/TextDrawable.git,3126,0,6.890410958904109,887,43
airbnb/native-navigation,git@github.com:airbnb/native-navigation.git,3124,0,4.978082191780822,10196,1018
chenBingX/SuperTextView,git@github.com:chenBingX/SuperTextView.git,3124,30,4.394520547945206,23424,5421
remkop/picocli,git@github.com:remkop/picocli.git,3123,76,4.6,303462,36532
nicolasgramlich/AndEngine,git@github.com:nicolasgramlich/AndEngine.git,3105,0,9.8,41257,19434
BelooS/ChipsLayoutManager,git@github.com:BelooS/ChipsLayoutManager.git,3104,11,5.098630136986301,11987,939
Skykai521/StickerCamera,git@github.com:Skykai521/StickerCamera.git,3096,0,6.1808219178082195,17652,5510
alibaba/cobar,git@github.com:alibaba/cobar.git,3095,1,7.64931506849315,76551,23370
yipianfengye/android-adDialog,git@github.com:yipianfengye/android-adDialog.git,3094,0,5.101369863013699,2021,452
google/volley,git@github.com:google/volley.git,3088,9,4.6219178082191785,10108,4089
danylovolokh/VideoPlayerManager,git@github.com:danylovolokh/VideoPlayerManager.git,3087,0,6.167123287671233,4981,617
Col-E/Recaf,git@github.com:Col-E/Recaf.git,3079,155,4.117808219178082,36671,15178
liujingxing/rxhttp,git@github.com:liujingxing/rxhttp.git,3075,19,2.6246575342465754,13916,2518
qunarcorp/bistoury,git@github.com:qunarcorp/bistoury.git,3074,8,2.1041095890410957,118355,31077
JavaNoober/BackgroundLibrary,git@github.com:JavaNoober/BackgroundLibrary.git,3073,9,2.9972602739726026,10994,383
hongyangAndroid/Highlight,git@github.com:hongyangAndroid/Highlight.git,3070,0,5.920547945205479,1331,506
gabrielemariotti/RecyclerViewItemAnimators,git@github.com:gabrielemariotti/RecyclerViewItemAnimators.git,3070,0,7.049315068493151,2267,739
eleme/UETool,git@github.com:eleme/UETool.git,3059,8,3.315068493150685,4526,73
JeremyLiao/LiveEventBus,git@github.com:JeremyLiao/LiveEventBus.git,3057,0,3.1616438356164385,9997,1171
zwwill/yanxuan-weex-demo,git@github.com:zwwill/yanxuan-weex-demo.git,3056,0,4.008219178082192,NaN,NaN
requery/requery,git@github.com:requery/requery.git,3053,43,5.8191780821917805,34608,11811
keyboardsurfer/Crouton,git@github.com:keyboardsurfer/Crouton.git,3052,8,9.101369863013698,1578,1140
kunal-kushwaha/DSA-Bootcamp-Java,git@github.com:kunal-kushwaha/DSA-Bootcamp-Java.git,3051,0,0.10684931506849316,2457,448
jgilfelt/android-viewbadger,git@github.com:jgilfelt/android-viewbadger.git,3038,0,9.95068493150685,928,165
apache/incubator-doris,git@github.com:apache/incubator-doris.git,3030,8,4.079452054794521,532757,136274
alibaba/jetcache,git@github.com:alibaba/jetcache.git,3026,47,4.4082191780821915,16894,2184
undertow-io/undertow,git@github.com:undertow-io/undertow.git,3024,0,9.142465753424657,150701,48463
crazyandcoder/citypicker,git@github.com:crazyandcoder/citypicker.git,3016,4,5.326027397260274,8421,2461
anggrayudi/android-hidden-api,git@github.com:anggrayudi/android-hidden-api.git,3013,1,5.980821917808219,919,427
zhou-you/RxEasyHttp,git@github.com:zhou-you/RxEasyHttp.git,3011,0,4.254794520547946,12330,5053
pedrovgs/DraggablePanel,git@github.com:pedrovgs/DraggablePanel.git,3010,10,7.4082191780821915,2882,1710
xmuSistone/ViewpagerTransition,git@github.com:xmuSistone/ViewpagerTransition.git,3009,1,4.96986301369863,1050,107
guoguibing/librec,git@github.com:guoguibing/librec.git,3008,3,7.6657534246575345,33604,21931
facebookarchive/react-native-fbsdk,git@github.com:facebookarchive/react-native-fbsdk.git,3003,22,6.101369863013699,3299,2418
lovetuzitong/MultiImageSelector,git@github.com:lovetuzitong/MultiImageSelector.git,3001,2,6.421917808219178,1861,165
fishercoder1534/Leetcode,git@github.com:fishercoder1534/Leetcode.git,2999,0,5.1068493150684935,74115,5445
KingJA/LoadSir,git@github.com:KingJA/LoadSir.git,2998,6,4.016438356164383,2524,368
uber/NullAway,git@github.com:uber/NullAway.git,2995,0,4.019178082191781,18758,5418
woxingxiao/BubbleSeekBar,git@github.com:woxingxiao/BubbleSeekBar.git,2994,12,4.846575342465753,2529,243
dmytrodanylyk/android-process-button,git@github.com:dmytrodanylyk/android-process-button.git,2994,1,7.353424657534247,1137,136
Marswin/MarsDaemon,git@github.com:Marswin/MarsDaemon.git,2993,0,5.706849315068493,1701,404
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678
spockframework/spock,git@github.com:spockframework/spock.git,2979,12,10.745205479452055,55414,18411
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075
PowerJob/PowerJob,git@github.com:PowerJob/PowerJob.git,2975,32,1.4794520547945205,22845,24544
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71287,25786
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110
aragozin/jvm-tools,git@github.com:aragozin/jvm-tools.git,2957,0,9.367123287671232,31827,4728
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100
h2database/h2database,git@github.com:h2database/h2database.git,2950,12,6.416438356164384,282511,80145
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132
zendesk/maxwell,git@github.com:zendesk/maxwell.git,2933,175,6.578082191780822,22793,963
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753
java8/Java8InAction,git@github.com:java8/Java8InAction.git,2920,0,7.863013698630137,3703,355
MindorksOpenSource/PRDownloader,git@github.com:MindorksOpenSource/PRDownloader.git,2920,5,3.824657534246575,4240,1072
florent37/ShapeOfView,git@github.com:florent37/ShapeOfView.git,2918,0,3.5534246575342467,3995,55
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63
trojan-gfw/igniter,git@github.com:trojan-gfw/igniter.git,2907,32,2.83013698630137,9274,438
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329
react-native-share/react-native-share,git@github.com:react-native-share/react-native-share.git,2885,62,5.942465753424657,4708,668
FasterXML/jackson-databind,git@github.com:FasterXML/jackson-databind.git,2883,0,9.715068493150685,6727752,851744
geftimov/android-pathview,git@github.com:geftimov/android-pathview.git,2882,2,6.635616438356164,1294,472
KunMinX/Linkage-RecyclerView,git@github.com:KunMinX/Linkage-RecyclerView.git,2880,0,2.3808219178082193,3595,1054
YahooArchive/anthelion,git@github.com:YahooArchive/anthelion.git,2878,0,5.868493150684931,235790,43831
race604/FlyRefresh,git@github.com:race604/FlyRefresh.git,2878,2,6.284931506849315,2117,108
evrencoskun/TableView,git@github.com:evrencoskun/TableView.git,2875,12,4.238356164383561,7017,3956
saulmm/Android-Material-Examples,git@github.com:saulmm/Android-Material-Examples.git,2874,0,6.906849315068493,1764,169
ballerina-platform/ballerina-lang,git@github.com:ballerina-platform/ballerina-lang.git,2873,94,4.810958904109589,487707,155668
