nameWithOwner,sshUrl,starsCount,releasesCount,ageInYears,loc,comments,cboMedian,ditMedian,lcomMedian
stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2992,1,8.972602739726028,20931,3678,3,2,0
Polidea/RxAndroidBle,git@github.com:Polidea/RxAndroidBle.git,2979,45,5.594520547945206,24785,3540,3,1,0
burhanrashid52/PhotoEditor,git@github.com:burhanrashid52/PhotoEditor.git,2976,13,3.6246575342465754,7312,1075,3,1,1
lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2967,0,4.736986301369863,303405,25910,3,1,0
immutables/immutables,git@github.com:immutables/immutables.git,2966,6,8.175342465753424,71284,25786,3,1,0
jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2960,14,5.712328767123288,1146,157,4.5,1,1
didi/LogiKM,git@github.com:didi/LogiKM.git,2960,11,1.4712328767123288,79583,6180,2,1,3
jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2958,0,5.8273972602739725,282,27,3.5,1,0
android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2957,1,4.564383561643836,1880,110,3,1,0
yui/yuicompressor,git@github.com:yui/yuicompressor.git,2954,1,12.764383561643836,20430,6100,2,1,8
mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2948,116,7.9150684931506845,57221,1745,2,1,0
zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2939,2,5.531506849315068,2564,132,2,1,0
udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2931,0,6.515068493150685,2767,1073,5,2,3.5
CheckChe0803/flink-recommandSystem-demo,git@github.com:CheckChe0803/flink-recommandSystem-demo.git,2927,0,2.317808219178082,11418,517,3,1,1
mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2921,11,2.7041095890410958,19500,2753,1,1,0
yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2912,1,4.4520547945205475,1230,63,3,1,0
yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2905,0,8.687671232876712,6807,535,4,1,0
javaee/jersey,git@github.com:javaee/jersey.git,2903,30,9.312328767123288,327171,252950,4,1,0
jacoco/jacoco,git@github.com:jacoco/jacoco.git,2900,43,9.169863013698631,52191,20884,3,1,0
ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2899,2,6.5917808219178085,57923,4277,3,1,1
edmodo/cropper,git@github.com:edmodo/cropper.git,2897,0,8.126027397260273,1329,674,4,1,1
ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2896,0,8.293150684931506,2580,688,5,2,1
JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2893,2,5.1808219178082195,159932,57936,3,1,0
googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2892,0,6.189041095890411,7906,4329,3,1,0
pili-engineering/PLDroidPlayer,git@github.com:pili-engineering/PLDroidPlayer.git,4447,38,6.271232876712329,6963,383,2,1,0
plantuml/plantuml,git@github.com:plantuml/plantuml.git,4446,0,10.849315068493151,216911,121124,5,1,1
spring-cloud/spring-cloud-netflix,git@github.com:spring-cloud/spring-cloud-netflix.git,4443,2,7.164383561643835,20968,3144,6,1,0
square/android-times-square,git@github.com:square/android-times-square.git,4443,0,8.605479452054794,2974,473,4,1,0
gephi/gephi,git@github.com:gephi/gephi.git,4441,12,9.884931506849314,129151,69946,3,1,0
techGay/v9porn,git@github.com:techGay/v9porn.git,4434,9,3.408219178082192,29345,4062,3,1,0
HotBitmapGG/bilibili-android-client,git@github.com:HotBitmapGG/bilibili-android-client.git,4413,1,5.271232876712329,35446,3159,3,1,3
alibaba/dexposed,git@github.com:alibaba/dexposed.git,4397,0,6.1945205479452055,3545,1342,2,1,0
hustcc/JS-Sorting-Algorithm,git@github.com:hustcc/JS-Sorting-Algorithm.git,4396,0,4.635616438356164,1103,143,3,1,0.5
castorflex/SmoothProgressBar,git@github.com:castorflex/SmoothProgressBar.git,4390,9,7.780821917808219,2662,110,3,1,0
auth0/java-jwt,git@github.com:auth0/java-jwt.git,4382,29,7.50958904109589,9423,1333,4,1,1
flowable/flowable-engine,git@github.com:flowable/flowable-engine.git,4378,18,4.904109589041096,1612648,407064,6,1,1
jankotek/mapdb,git@github.com:jankotek/mapdb.git,4371,0,9.063013698630137,20246,5410,2,1,0
lingochamp/okdownload,git@github.com:lingochamp/okdownload.git,4371,8,3.7260273972602738,28125,8261,4,1,0
mcxiaoke/android-volley,git@github.com:mcxiaoke/android-volley.git,4361,0,8.304109589041095,5439,3034,3,1,0
sofastack/sofa-boot,git@github.com:sofastack/sofa-boot.git,4354,45,3.4356164383561643,35330,18812,4,1,0
orientechnologies/orientdb,git@github.com:orientechnologies/orientdb.git,4345,168,8.747945205479452,672183,79340,6,1,1
MindorksOpenSource/android-mvp-architecture,git@github.com:MindorksOpenSource/android-mvp-architecture.git,4340,0,4.6136986301369864,6938,2596,3,1,0
alibaba/transmittable-thread-local,git@github.com:alibaba/transmittable-thread-local.git,4311,43,7.906849315068493,8769,3282,4,1,0
981011512/--,git@github.com:981011512/--.git,4311,0,1.2191780821917808,32438,2137,3,1,6
puniverse/quasar,git@github.com:puniverse/quasar.git,4308,18,8.454794520547946,189628,50990,2,1,0
baidu/uid-generator,git@github.com:baidu/uid-generator.git,4304,0,4.4520547945205475,1297,1061,1,1,1
ElderDrivers/EdXposed,git@github.com:ElderDrivers/EdXposed.git,4293,27,2.638356164383562,84316,54324,4,1,1
firebase/FirebaseUI-Android,git@github.com:firebase/FirebaseUI-Android.git,4287,63,6.16986301369863,39931,4298,7,1,1
Ashok-Varma/BottomNavigation,git@github.com:Ashok-Varma/BottomNavigation.git,4279,16,5.473972602739726,3089,1049,5.5,1,4.5
aporter/coursera-android,git@github.com:aporter/coursera-android.git,4276,0,7.676712328767123,46264,3684,3,2,0
mapstruct/mapstruct,git@github.com:mapstruct/mapstruct.git,4274,20,9.284931506849315,103503,32092,2,1,0
apache/groovy,git@github.com:apache/groovy.git,4267,0,6.4,415370,168084,3,1,1
Jasonchenlijian/FastBle,git@github.com:Jasonchenlijian/FastBle.git,4263,8,5.043835616438356,4628,387,2,1,0
LawnchairLauncher/lawnchair,git@github.com:LawnchairLauncher/lawnchair.git,4260,29,4.517808219178082,141566,35145,5,1,1
alipay/SoloPi,git@github.com:alipay/SoloPi.git,4251,6,2.4876712328767123,61473,18284,2,1,0
bingoogolapple/BGARefreshLayout-Android,git@github.com:bingoogolapple/BGARefreshLayout-Android.git,4244,4,6.284931506849315,6538,1054,3,1,1
Tencent/GT,git@github.com:Tencent/GT.git,4224,3,5.654794520547945,169266,56057,2,1,0
jeasonlzy/ImagePicker,git@github.com:jeasonlzy/ImagePicker.git,4214,5,5.616438356164384,4720,1072,3,1,0
deathmarine/Luyten,git@github.com:deathmarine/Luyten.git,4191,17,8.164383561643836,5867,343,1,1,0
apache/hbase,git@github.com:apache/hbase.git,4190,11,7.298630136986302,905814,254368,5,1,1
roncoo/roncoo-pay,git@github.com:roncoo/roncoo-pay.git,4176,0,5.134246575342465,343321,101331,3,1,3
spring-projects/spring-data-examples,git@github.com:spring-projects/spring-data-examples.git,4173,0,7.608219178082192,87885,16274,2,1,0
awsdocs/aws-doc-sdk-examples,git@github.com:awsdocs/aws-doc-sdk-examples.git,4169,0,5.057534246575343,264394,110759,5,1,1
JanusGraph/janusgraph,git@github.com:JanusGraph/janusgraph.git,4160,19,4.701369863013698,110267,36070,4,1,1
yasserg/crawler4j,git@github.com:yasserg/crawler4j.git,4158,3,9.69041095890411,8238,2582,4,1,1
reactive-streams/reactive-streams-jvm,git@github.com:reactive-streams/reactive-streams-jvm.git,4156,0,7.528767123287671,8681,2791,3,1,0
grantland/android-autofittextview,git@github.com:grantland/android-autofittextview.git,4150,1,10.56986301369863,695,261,4,1,1.5
cglib/cglib,git@github.com:cglib/cglib.git,4148,15,7.449315068493151,15932,4467,1,1,0
robinhood/ticker,git@github.com:robinhood/ticker.git,4143,9,5.147945205479452,1783,520,4,1,0
2227324689/gpmall,git@github.com:2227324689/gpmall.git,4140,0,2.1424657534246574,47693,5895,3,1,0
microg/GmsCore,git@github.com:microg/GmsCore.git,4136,24,7.380821917808219,55420,19491,4,2,0
awangdev/LintCode,git@github.com:awangdev/LintCode.git,4136,0,6.375342465753425,56339,39783,2,1,0
lettuce-io/lettuce-core,git@github.com:lettuce-io/lettuce-core.git,4136,93,7.3342465753424655,92303,69148,4,1,0
pedrovgs/AndroidWiFiADB,git@github.com:pedrovgs/AndroidWiFiADB.git,4130,8,5.890410958904109,1333,366,2,1,0
hugeterry/CoordinatorTabLayout,git@github.com:hugeterry/CoordinatorTabLayout.git,4114,0,4.6136986301369864,751,138,3,1,0
Jacksgong/JKeyboardPanelSwitch,git@github.com:Jacksgong/JKeyboardPanelSwitch.git,4110,14,6.191780821917808,2596,967,3,1,0
google/google-java-format,git@github.com:google/google-java-format.git,4108,13,6.328767123287672,17078,4385,3,1,1
ankidroid/Anki-Android,git@github.com:ankidroid/Anki-Android.git,4088,950,8.635616438356164,269047,88582,5,1,1
hansonwang99/Spring-Boot-In-Action,git@github.com:hansonwang99/Spring-Boot-In-Action.git,4081,0,2.610958904109589,5315,2287,3,1,0
javagrowing/JGrowing,git@github.com:javagrowing/JGrowing.git,4079,0,2.5315068493150683,395,0,1,1,1
ChadCSong/ShineButton,git@github.com:ChadCSong/ShineButton.git,4068,2,5.178082191780822,1480,75,2,1,0
Meituan-Dianping/Robust,git@github.com:Meituan-Dianping/Robust.git,4064,13,4.487671232876712,5255,892,2,1,3.5
baoyachi/StepView,git@github.com:baoyachi/StepView.git,4063,13,5.213698630136986,1723,517,7,2,0
CellularPrivacy/Android-IMSI-Catcher-Detector,git@github.com:CellularPrivacy/Android-IMSI-Catcher-Detector.git,4057,48,7.794520547945205,23166,3601,3,1,0
bitcoinj/bitcoinj,git@github.com:bitcoinj/bitcoinj.git,4053,1,7.8054794520547945,77144,33641,3,1,0
macrozheng/springcloud-learning,git@github.com:macrozheng/springcloud-learning.git,4052,0,2.0027397260273974,8482,962,4,1,0
Netflix/ribbon,git@github.com:Netflix/ribbon.git,4052,41,8.64931506849315,23567,7575,2,1,0
airbnb/DeepLinkDispatch,git@github.com:airbnb/DeepLinkDispatch.git,4049,17,6.243835616438356,15210,3455,6,1,0
youtube/api-samples,git@github.com:youtube/api-samples.git,4048,0,7.750684931506849,12031,5352,7,1,0
Yalantis/Phoenix,git@github.com:Yalantis/Phoenix.git,4048,1,6.657534246575342,1069,44,2.5,1,0
rubensousa/ViewPagerCards,git@github.com:rubensousa/ViewPagerCards.git,4041,0,5.052054794520548,631,21,6,2,0
bingoogolapple/BGABanner-Android,git@github.com:bingoogolapple/BGABanner-Android.git,4034,0,6.873972602739726,2866,399,3,2,1
alibaba/Tangram-Android,git@github.com:alibaba/Tangram-Android.git,4033,38,4.446575342465754,24370,12143,3,1,0
makovkastar/FloatingActionButton,git@github.com:makovkastar/FloatingActionButton.git,4032,0,7.134246575342465,1208,22,3,2,1
codingapi/tx-lcn,git@github.com:codingapi/tx-lcn.git,4024,14,3.824657534246575,10912,2875,4,1,0
natario1/CameraView,git@github.com:natario1/CameraView.git,4018,41,4.142465753424657,25943,6729,3,1,0
dinuscxj/LoadingDrawable,git@github.com:dinuscxj/LoadingDrawable.git,4000,0,5.397260273972603,4749,194,4,1,1
trinodb/trino,git@github.com:trinodb/trino.git,3994,0,2.6356164383561644,1057306,266849,6,1,1
cjlin1/libsvm,git@github.com:cjlin1/libsvm.git,3991,0,7.997260273972603,12756,892,1.5,1,0
Exrick/xpay,git@github.com:Exrick/xpay.git,3985,0,3.73972602739726,44243,7879,5,1,1
zhanglei-workspace/shopping-management-system,git@github.com:zhanglei-workspace/shopping-management-system.git,3975,0,5.813698630136987,25566,3284,3,1,3
getActivity/AndroidProject,git@github.com:getActivity/AndroidProject.git,3973,15,2.8767123287671232,21656,4472,4,1,1
rengwuxian/RxJavaSamples,git@github.com:rengwuxian/RxJavaSamples.git,3972,3,5.46027397260274,1625,34,3,1,0
BoltsFramework/Bolts-Android,git@github.com:BoltsFramework/Bolts-Android.git,3966,11,7.608219178082192,4039,1174,2,1,0
apache/ignite,git@github.com:apache/ignite.git,3964,0,6.553424657534246,1475011,803883,4,1,0
ongakuer/CircleIndicator,git@github.com:ongakuer/CircleIndicator.git,3962,7,7.112328767123287,2408,113,5,2,1
qstumn/BadgeView,git@github.com:qstumn/BadgeView.git,3960,5,4.580821917808219,2041,69,2,1,0
ThirtyDegreesRay/OpenHub,git@github.com:ThirtyDegreesRay/OpenHub.git,3955,31,4.161643835616438,42965,4251,4,1,1
alibaba/jstorm,git@github.com:alibaba/jstorm.git,3954,22,8.016438356164384,235706,55374,4,1,1
zuihou/lamp-cloud,git@github.com:zuihou/lamp-cloud.git,3949,0,3.6410958904109587,25129,9941,8,1,0
CodingDocs/springboot-guide,git@github.com:CodingDocs/springboot-guide.git,3940,0,2.778082191780822,7504,727,3,1,0
airbytehq/airbyte,git@github.com:airbytehq/airbyte.git,3930,74,1.1123287671232878,326587,58575,6,1,0
JoanZapata/android-iconify,git@github.com:JoanZapata/android-iconify.git,3924,0,8.243835616438357,6411,171,3,1,1
stleary/JSON-java,git@github.com:stleary/JSON-java.git,3907,13,10.72054794520548,12222,7294,1,1,2
lcodecorex/TwinklingRefreshLayout,git@github.com:lcodecorex/TwinklingRefreshLayout.git,3901,0,5.52054794520548,7060,812,2,1,0
iNPUTmice/Conversations,git@github.com:iNPUTmice/Conversations.git,3893,98,7.624657534246575,109401,4815,3,1,1
apache/hive,git@github.com:apache/hive.git,3887,0,12.306849315068494,2159239,395000,0,0,0
ZHENFENG13/spring-boot-projects,git@github.com:ZHENFENG13/spring-boot-projects.git,3881,0,4.438356164383562,229432,30580,3,1,1
yhaolpz/FloatWindow,git@github.com:yhaolpz/FloatWindow.git,3878,9,3.8164383561643835,1824,161,2,1,1
aurelhubert/ahbottomnavigation,git@github.com:aurelhubert/ahbottomnavigation.git,3874,14,5.47945205479452,2958,681,2,1,0
apache/camel,git@github.com:apache/camel.git,3873,0,12.306849315068494,1700229,907587,0,0,0
objectbox/objectbox-java,git@github.com:objectbox/objectbox-java.git,3869,24,4.6219178082191785,15186,5931,3,1,1
xcltapestry/XCL-Charts,git@github.com:xcltapestry/XCL-Charts.git,3857,0,7.252054794520548,124283,30472,3,1,4
Manabu-GT/ExpandableTextView,git@github.com:Manabu-GT/ExpandableTextView.git,3856,4,7.315068493150685,727,132,4,1,0
Freeyourgadget/Gadgetbridge,git@github.com:Freeyourgadget/Gadgetbridge.git,3768,0,6.673972602739726,157936,27163,4,1,0
oldmanpushcart/greys-anatomy,git@github.com:oldmanpushcart/greys-anatomy.git,3765,0,8.8,10723,3560,3,1,0
Heeexy/SpringBoot-Shiro-Vue,git@github.com:Heeexy/SpringBoot-Shiro-Vue.git,3764,0,3.808219178082192,4485,653,6,1,0
AntennaPod/AntennaPod,git@github.com:AntennaPod/AntennaPod.git,3760,39,9.10958904109589,88204,7591,5,1,1
coobird/thumbnailator,git@github.com:coobird/thumbnailator.git,3747,0,6.126027397260274,20586,18024,2,1,0
reactor/reactor-core,git@github.com:reactor/reactor-core.git,3745,101,5.83013698630137,284075,43613,0,0,0
zhaojun1998/zfile,git@github.com:zhaojun1998/zfile.git,3738,37,2.0547945205479454,5421,1688,5,1,0.5
JZ-Darkal/AndroidHttpCapture,git@github.com:JZ-Darkal/AndroidHttpCapture.git,3729,1,4.898630136986301,43500,5354,2.5,1,0
yanzhenjie/NoHttp,git@github.com:yanzhenjie/NoHttp.git,3720,0,6.115068493150685,9699,6250,3,1,1
rstudio/rstudio,git@github.com:rstudio/rstudio.git,3719,0,10.758904109589041,838230,188747,3,1,0
microsoft/malmo,git@github.com:microsoft/malmo.git,3708,21,5.3123287671232875,43092,14683,5,2,1
timehop/sticky-headers-recyclerview,git@github.com:timehop/sticky-headers-recyclerview.git,3706,0,6.934246575342466,1588,209,2,1,0
dromara/hmily,git@github.com:dromara/hmily.git,3698,0,3.9452054794520546,39866,24624,4,1,0
Genymobile/gnirehtet,git@github.com:Genymobile/gnirehtet.git,3689,11,4.578082191780822,9809,2153,2,1,1
zzhoujay/RichText,git@github.com:zzhoujay/RichText.git,3687,0,6.136986301369863,5200,1109,2,1,0
opensearch-project/OpenSearch,git@github.com:opensearch-project/OpenSearch.git,3681,5,0.6027397260273972,1064668,350598,6,1,1
databricks/learning-spark,git@github.com:databricks/learning-spark.git,3680,0,7.232876712328767,3901,680,2,1,0
lzyzsd/CircleProgress,git@github.com:lzyzsd/CircleProgress.git,3674,0,6.86027397260274,2199,257,6,2,1
bisq-network/bisq,git@github.com:bisq-network/bisq.git,3662,113,7.495890410958904,192655,51221,4,1,1
hussien89aa/AndroidTutorialForBeginners,git@github.com:hussien89aa/AndroidTutorialForBeginners.git,3661,0,4.950684931506849,10484,1286,4,1,0
android/views-widgets-samples,git@github.com:android/views-widgets-samples.git,3648,0,2.0027397260273974,24197,10852,2,1,0
Doikki/DKVideoPlayer,git@github.com:Doikki/DKVideoPlayer.git,3645,30,4.410958904109589,19513,3523,3,1,0.5
citerus/dddsample-core,git@github.com:citerus/dddsample-core.git,3640,0,6.602739726027397,22949,3375,4,1,0
amirzaidi/Launcher3,git@github.com:amirzaidi/Launcher3.git,3636,22,4.276712328767124,80256,19734,3,1,0
yangfuhai/ASimpleCache,git@github.com:yangfuhai/ASimpleCache.git,3635,0,8.117808219178082,2009,817,2,1,0
pqpo/SmartCropper,git@github.com:pqpo/SmartCropper.git,3628,13,4.098630136986301,55416,35968,3,1,0
eirslett/frontend-maven-plugin,git@github.com:eirslett/frontend-maven-plugin.git,3626,0,8.027397260273972,4473,362,3,1,1
rockerhieu/emojicon,git@github.com:rockerhieu/emojicon.git,3621,2,7.641095890410959,4188,851,4,1,0
vespa-engine/vespa,git@github.com:vespa-engine/vespa.git,3619,0,5.263013698630137,1549119,205923,4,1,1
ryanhoo/StylishMusicPlayer,git@github.com:ryanhoo/StylishMusicPlayer.git,3618,0,4.986301369863014,8742,965,3,1,0
powermock/powermock,git@github.com:powermock/powermock.git,3616,16,7.284931506849315,38144,20714,2,1,0
react-native-webrtc/react-native-webrtc,git@github.com:react-native-webrtc/react-native-webrtc.git,3615,37,5.950684931506849,7130,1145,2,1,0
willowtreeapps/spruce-android,git@github.com:willowtreeapps/spruce-android.git,3610,3,4.536986301369863,5568,3221,3,1,0
litesuits/android-common,git@github.com:litesuits/android-common.git,3608,0,7.282191780821917,6478,5736,2,1,1
nytimes/Store,git@github.com:nytimes/Store.git,3598,0,4.772602739726027,12397,3498,5,1,1
johncarl81/parceler,git@github.com:johncarl81/parceler.git,3593,0,8.186301369863013,10563,3482,3,1,0
meefik/linuxdeploy,git@github.com:meefik/linuxdeploy.git,3593,37,9.052054794520547,8373,1030,5,2,3
apache/shiro,git@github.com:apache/shiro.git,3590,0,12.032876712328767,47462,41843,3,1,1
oblac/jodd,git@github.com:oblac/jodd.git,3590,37,9.002739726027396,33588,25520,3,1,0
binIoter/GuideView,git@github.com:binIoter/GuideView.git,3577,0,5.221917808219178,1679,374,2,1,1
bytedeco/javacpp,git@github.com:bytedeco/javacpp.git,3573,7,7.3863013698630136,27342,7254,4,2,0
sunfusheng/MarqueeView,git@github.com:sunfusheng/MarqueeView.git,3569,0,5.271232876712329,1557,96,4,1,0
dongjunkun/DropDownMenu,git@github.com:dongjunkun/DropDownMenu.git,3562,2,6.213698630136986,770,91,3,1,0
apache/incubator-heron,git@github.com:apache/incubator-heron.git,3560,55,5.956164383561644,198204,86818,4,1,1
tyrantgit/ExplosionField,git@github.com:tyrantgit/ExplosionField.git,3559,0,5.961643835616439,455,57,2,1.5,0
luontola/retrolambda,git@github.com:luontola/retrolambda.git,3552,0,8.139726027397261,7019,642,1,1,0
apache/pinot,git@github.com:apache/pinot.git,3548,10,7.306849315068493,338854,99239,5,1,1
mercyblitz/tech-weekly,git@github.com:mercyblitz/tech-weekly.git,3544,0,2.7643835616438355,2483,310,1,1,0
lsjwzh/RecyclerViewPager,git@github.com:lsjwzh/RecyclerViewPager.git,3542,10,6.6438356164383565,2813,298,2,1,0
Atmosphere/atmosphere,git@github.com:Atmosphere/atmosphere.git,3534,0,11.197260273972603,43154,18045,4,1,1
tuguangquan/mybatis,git@github.com:tuguangquan/mybatis.git,3531,0,6.8493150684931505,77638,26182,2,1,0
pmd/pmd,git@github.com:pmd/pmd.git,3531,68,9.164383561643836,296828,48155,4,2,1
kikoso/android-stackblur,git@github.com:kikoso/android-stackblur.git,3530,0,8.068493150684931,2237,357,0,1,0
baoyongzhang/SwipeMenuListView,git@github.com:baoyongzhang/SwipeMenuListView.git,3528,2,7.043835616438356,1396,263,2,1,1
cabaletta/baritone,git@github.com:cabaletta/baritone.git,3526,56,3.1041095890410957,20946,10641,4,1,1
linkedin/datahub,git@github.com:linkedin/datahub.git,3514,27,5.808219178082192,NaN,NaN,6,1,1
arimorty/floatingsearchview,git@github.com:arimorty/floatingsearchview.git,3512,0,5.7972602739726025,4280,902,2,1,0
lygttpod/SuperTextView,git@github.com:lygttpod/SuperTextView.git,3509,39,4.887671232876713,7631,1730,2,1,0
codeestX/GeekNews,git@github.com:codeestX/GeekNews.git,3493,0,5.087671232876712,14908,1834,2,1,0
google/open-location-code,git@github.com:google/open-location-code.git,3490,5,6.942465753424657,11269,3638,3,1,0
xcc3641/SeeWeather,git@github.com:xcc3641/SeeWeather.git,3487,2,5.550684931506849,5483,582,3,1,1
openhab/openhab1-addons,git@github.com:openhab/openhab1-addons.git,3479,14,7.967123287671233,453102,291842,0,0,0
JakeWharton/ThreeTenABP,git@github.com:JakeWharton/ThreeTenABP.git,3474,0,6.186301369863013,186,9,4,1,0
querydsl/querydsl,git@github.com:querydsl/querydsl.git,3467,34,10.098630136986301,134282,45147,3,1,0
CameraKit/blurkit-android,git@github.com:CameraKit/blurkit-android.git,3462,3,4.838356164383562,675,133,5,1,0
andremion/Music-Player,git@github.com:andremion/Music-Player.git,3455,2,5.33972602739726,1532,283,3.5,2,0.5
davideas/FlexibleAdapter,git@github.com:davideas/FlexibleAdapter.git,3454,30,6.353424657534247,20674,9157,4,1,1
TeamAmaze/AmazeFileManager,git@github.com:TeamAmaze/AmazeFileManager.git,3450,52,7.156164383561644,81846,20527,4,1,1
dropbox/hackpad,git@github.com:dropbox/hackpad.git,3448,0,6.071232876712329,NaN,NaN,3,1,1
stfalcon-studio/ChatKit,git@github.com:stfalcon-studio/ChatKit.git,3448,1,4.597260273972603,6315,1328,3,2,0
jitsi/jitsi,git@github.com:jitsi/jitsi.git,3444,7,8.378082191780821,386841,224272,3,1,0
failsafe-lib/failsafe,git@github.com:failsafe-lib/failsafe.git,3441,0,6.1945205479452055,8963,4272,5,1,0
guolindev/giffun,git@github.com:guolindev/giffun.git,3438,0,2.610958904109589,48131,19298,3,1,1
mybatis/spring-boot-starter,git@github.com:mybatis/spring-boot-starter.git,3435,21,5.956164383561644,6526,4407,4,1,0
avast/android-butterknife-zelezny,git@github.com:avast/android-butterknife-zelezny.git,3434,8,7.712328767123288,2080,394,3,1,0
M66B/NetGuard,git@github.com:M66B/NetGuard.git,3417,130,5.876712328767123,36335,2252,2,1,0
Ereza/CustomActivityOnCrash,git@github.com:Ereza/CustomActivityOnCrash.git,3416,11,7.183561643835616,1091,474,3,1,0
sofastack/sofa-rpc,git@github.com:sofastack/sofa-rpc.git,3411,39,3.4164383561643836,83163,41008,4,1,0
code4craft/tiny-spring,git@github.com:code4craft/tiny-spring.git,3408,0,7.663013698630137,2133,878,2,1,0
yigit/android-priority-jobqueue,git@github.com:yigit/android-priority-jobqueue.git,3408,0,7.221917808219178,14946,1805,3,1,0
mpusher/mpush,git@github.com:mpusher/mpush.git,3403,9,5.364383561643836,18330,9032,3,1,1
google/rejoiner,git@github.com:google/rejoiner.git,3400,3,3.756164383561644,8068,1521,5,1,0
xuexiangjys/XUI,git@github.com:xuexiangjys/XUI.git,3398,20,2.6684931506849314,117821,44688,4,1,1
crossoverJie/SSM,git@github.com:crossoverJie/SSM.git,3380,10,5.2164383561643834,104142,29359,2,1,2
linyiqun/DataMiningAlgorithm,git@github.com:linyiqun/DataMiningAlgorithm.git,3374,0,6.66027397260274,12527,4235,2,1,0
ivacf/archi,git@github.com:ivacf/archi.git,3373,0,5.994520547945205,3446,65,3.5,1,0
Exrick/xboot,git@github.com:Exrick/xboot.git,3368,6,3.378082191780822,17177,5803,6,1,0
oracle/opengrok,git@github.com:oracle/opengrok.git,3366,184,8.67123287671233,104811,48006,3,1,1
rovo89/XposedInstaller,git@github.com:rovo89/XposedInstaller.git,3356,0,9.435616438356165,15277,942,2,1,0
LWJGL/lwjgl3,git@github.com:LWJGL/lwjgl3.git,3350,14,8.712328767123287,1004815,512221,7,4,55
runelite/runelite,git@github.com:runelite/runelite.git,3349,0,5.3561643835616435,262863,60387,3,1,0
mock-server/mockserver,git@github.com:mock-server/mockserver.git,3348,0,8.534246575342467,151548,12898,6,1,1
apache/dubbo-admin,git@github.com:apache/dubbo-admin.git,3348,3,3.6575342465753424,21632,4813,2,1,1
WVector/AppUpdate,git@github.com:WVector/AppUpdate.git,3344,3,4.221917808219178,3631,1168,3,1,1
mcxtzhang/SwipeDelMenuLayout,git@github.com:mcxtzhang/SwipeDelMenuLayout.git,3341,2,5.038356164383561,1440,336,2,1,0
alamkanak/Android-Week-View,git@github.com:alamkanak/Android-Week-View.git,3328,4,6.978082191780822,2156,586,2,1,0
actorapp/actor-platform,git@github.com:actorapp/actor-platform.git,3314,97,6.219178082191781,270135,48967,3,1,0
graphhopper/graphhopper,git@github.com:graphhopper/graphhopper.git,3313,33,9.558904109589042,112667,26718,4,1,0
ethanhua/Skeleton,git@github.com:ethanhua/Skeleton.git,3313,0,4.109589041095891,1642,96,3,1,0
abel533/MyBatis-Spring-Boot,git@github.com:abel533/MyBatis-Spring-Boot.git,3309,0,5.723287671232876,3599,651,4.5,1,0
mik3y/usb-serial-for-android,git@github.com:mik3y/usb-serial-for-android.git,3181,19,8.191780821917808,7318,1374,5.5,1,1
daimajia/AndroidViewHover,git@github.com:daimajia/AndroidViewHover.git,3180,4,7.087671232876712,959,42,2,1,1
uber/AutoDispose,git@github.com:uber/AutoDispose.git,3174,2,4.712328767123288,10359,4375,5,1,1
crate/crate,git@github.com:crate/crate.git,3171,31,8.416438356164383,489714,148443,5,1,1
zzz40500/GsonFormat,git@github.com:zzz40500/GsonFormat.git,3170,4,6.857534246575343,5406,1800,1,1,0
spring-cloud/spring-cloud-gateway,git@github.com:spring-cloud/spring-cloud-gateway.git,3165,0,4.808219178082192,26594,8506,6,1,0
MovingBlocks/Terasology,git@github.com:MovingBlocks/Terasology.git,3159,62,10.520547945205479,137037,29830,4,1,0
apache/kylin,git@github.com:apache/kylin.git,3153,0,6.682191780821918,299399,93148,4,1,1
vert-x3/vertx-examples,git@github.com:vert-x3/vertx-examples.git,3151,0,6.53972602739726,30249,12828,5,2,1
androidx/androidx,git@github.com:androidx/androidx.git,3143,0,1.3917808219178083,NaN,NaN,0,0,0
andOTP/andOTP,git@github.com:andOTP/andOTP.git,3143,38,4.178082191780822,38263,2392,3,1,0
jfinal/jfinal,git@github.com:jfinal/jfinal.git,3142,0,9.375342465753425,31920,15838,3,1,1
wendux/DSBridge-Android,git@github.com:wendux/DSBridge-Android.git,3142,2,4.682191780821918,2094,144,2,1,0
hitherejoe/animate,git@github.com:hitherejoe/animate.git,3142,0,5.813698630136987,3779,186,6,2,1
